Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Unnamed_2,clip,Person Scoring,1.4 The teacher does not exhibit gender bias,2.3 The teacher redirects misbehavior,3.1 The teacher explicitly articulates,3.3 The teacher makes connections in the lesson,"prompts""",4.2 The teacher monitors most students,5.1 The teacher provides specific comments or prompts. Misunderstandings,5.2 The teacher provides specific comments or prompts. Successes,7.2 The teacher provides students with opportunities.,9.1 The teacher promotes students' collaboration,9.3 Students collaborate with one another.,Comments,Unnamed_3,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context
20.0,436493 Clip 1,Sergio,N,,Y,H,Y,M,3,M,M,,M,4,H,L,H,3,H,H,L,L,4,H,H,L,1,L,L,3,M,M,M,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00351,,,,,,
20.0,468611 Clip 1,Sergio,Y,H,Y,H,Y,M,4,H,H,,M,4,H,L,H,4,H,H,M,L,4,H,H,M,2,L,L,2,L,M,M,3,L,L,H,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00352,,,,,,
20.0,495473 Clip 1,Sergio,Y,M,Y,H,N,,4,H,H,,M,3,H,L,M,3,H,M,M,L,3,H,,L,1,L,L,3,H,M,M,4,M,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00353,,,,,,
20.0,502401 Clip 1,Sergio,N,,Y,H,Y,H,4,H,H,,M,4,H,M,H,4,H,H,M,M,4,H,H,M,3,M,M,4,H,M,H,4,H,M,H,3,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00354,,,,,,
20.0,502401 Clip 1,Sergio,N,,Y,H,Y,H,4,H,H,,M,4,H,M,H,4,H,H,M,M,4,H,H,M,3,M,M,4,H,M,H,4,H,M,H,3,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00355,,,,,,
20.0,528281 Clip 1,Sergio,Y,L,Y,H,N,,4,H,H,,M,4,H,M,H,4,H,H,M,L,3,H,L,M,3,H,M,4,H,M,M,3,L,L,H,2,L,M,L,3,M,L,M,,,,Peru,,,,,,,,,,,,,,,,,observation_00356,,,,,,
20.0,556555 Clip 1,Sergio,Y,H,Y,H,Y,H,5,H,H,,M,4,H,M,H,4,H,H,H,L,5,H,H,H,3,M,L,5,H,H,H,4,H,L,H,3,L,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00357,,,,,,
20.0,662346 Clip 1,Sergio,Y,H,Y,H,Y,H,5,H,H,H,M,5,H,H,H,5,H,H,H,M,5,H,,H,3,L,M,5,H,H,H,4,M,L,H,3,L,M,L,2,M,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00358,,,,,,
20.0,689604 Clip 1,Sergio,Y,H,N,,Y,H,4,H,H,,M,4,H,M,H,4,H,H,M,L,4,H,H,M,3,M,L,5,H,H,H,3,M,M,H,3,M,M,L,4,H,M,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00359,,,,,,
20.0,773626 Clip 1,Sergio,Y,H,Y,H,Y,H,5,H,H,H,M,4,H,M,H,4,H,H,H,L,4,H,H,M,4,H,H,4,H,M,H,3,M,L,H,2,L,M,L,5,H,H,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00360,,,,,,
20.0,1381979 Clip 1,Sergio,Y,L,Y,H,Y,M,5,H,H,H,M,3,H,L,H,5,H,H,H,H,5,H,H,M,4,M,H,5,H,H,H,4,L,H,H,2,L,M,L,4,H,L,H,,,,Peru,,,,,,,,,,,,,,,,,observation_00361,,,,,,
20.0,1453307 Clip 1,Sergio,Y,H,N,,Y,H,5,H,H,,M,3,H,L,H,4,H,H,M,M,3,H,L,M,2,L,L,3,M,M,M,3,L,L,H,2,L,M,L,2,L,L,L,,,,Peru,,,,,,,,,,,,,,,,,observation_00362,,,,,,
,,,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully ,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,,3. Lesson Facilitation,,3.2 The teacher's explanation of content is clear,,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"4.1 The teacher uses questions, prompts",,,5. Feedback,5.1 The teacher provides specific comments or prompts. Misunderstandings,,,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunities.,,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaboration,,9.3 Students collaborate with one another.,,Video Name/New school ID,Video Language,Rwanda,Video Length,clip,Person Scoring,1.4 The teacher does not exhibit gender bias,2.3 The teacher redirects misbehavior,3.1 The teacher explicitly articulates,3.3 The teacher makes connections in the lesson,4.2 The teacher monitors most students,4.3 The teacher adjusts teaching to the level of students,5.2 The teacher provides specific comments or prompts. Successes,6. Critical Thinking,7.3 The students volunteer to participate in the classroom ,9.2 The teacher promotes students' interpersonal skills,Comments,,,observation_00363,,,,,,
,,,Y,H,Y,L,N,,4,H,H,H,,3,H,L,,4,,H,,L,3,M,,,2,M,,,M,M,M,3,M,M,,2,L,M,L,3,H,,L,,101114,English,Rwanda,43:51:00,1,Tamara,M,M,H,M,,M,L,3,M,L,,,,observation_00364,,,,,,
,,,Y,M,Y,M,Y,L,4,H,M,M,,2,M,L,,3,,H,,L,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,M,,101114,English,Rwanda,43:51:00,2,Tamara,M,M,M,L,M,L,L,2,M,M,,,,observation_00365,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,,,2,M,L,,4,,H,,H,3,M,,,3,H,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,101119,English,Rwanda,38:38:00,1,Tamara,M,M,M,L,H,L,L,2,M,L,,,,observation_00366,,,,,,
,,,Y,L,Y,M,Y,H,4,H,H,,,4,H,L,,4,,H,,H,3,M,,,3,H,,,L,M,M,2,L,M,,2,M,M,L,4,H,,H,,101119,English,Rwanda,38:38:00,2,Tamara,M,H,M,H,H,L,L,2,M,L,,,,observation_00367,,,,,,
,,,Y,M,Y,H,Y,H,3,M,M,,,4,H,L,,4,,H,,H,2,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,101133,English,Rwanda,35:26:00,1,Tamara,M,H,M,L,,L,L,2,M,L,,,,observation_00368,,,,,,
,,,N,,Y,L,N,,4,H,M,H,,4,H,L,,4,,H,,H,4,H,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,3,M,,M,,101133,English,Rwanda,35:26:00,2,Tamara,M,H,M,H,H,L,L,2,M,M,,,,observation_00369,,,,,,
,,,Y,H,Y,M,Y,H,4,H,M,,,4,H,L,,3,,H,,L,5,H,,,3,H,,,L,M,M,2,L,L,,2,L,M,L,4,H,,H,,101136,English,Rwanda,38:03:00,1,Tamara,M,H,M,M,H,H,L,2,M,L,,,,observation_00370,,,,,,
,,,Y,H,Y,H,Y,M,3,M,M,,,2,M,L,,3,,H,,M,5,H,,,3,H,,,M,M,M,2,L,M,,2,L,M,L,4,H,,H,,101136,English,Rwanda,38:03:00,2,Tamara,M,M,M,L,H,H,L,3,M,L,,,,observation_00371,,,,,,
,,,N,,Y,M,Y,H,4,H,H,H,,4,H,L,,2,,M,,L,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,101159,English,Rwanda,38:00:00,1,Tamara,M,H,L,L,,L,L,2,M,L,,,,observation_00372,,,,,,
,,,Y,H,N,,Y,M,3,H,M,,,4,H,L,,2,,M,,L,4,H,,,1,L,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,101159,English,Rwanda,38:00:00,2,Tamara,M,H,L,L,H,L,L,2,H,L,,,,observation_00373,,,,,,
,,,Y,H,Y,H,N,,4,H,H,,,3,H,L,,4,,H,,H,4,H,,,1,L,,,L,M,M,3,L,L,,2,L,M,L,1,L,,L,,101173,English,Rwanda,24:29:00,1,Tamara,M,H,H,L,H,L,L,2,H,L,,,,observation_00374,,,,,,
,,,Y,M,Y,H,Y,M,4,H,M,,,4,H,L,,4,,H,,H,4,M,,,3,H,,,L,M,M,3,L,H,,1,L,L,L,3,H,,L,,101186,English,Rwanda,31:47:00,1,Tamara,M,H,M,L,,H,L,2,M,L,"the segment was edited. in minutes 6:14 the teacher was starting to write on the board and 1 second later, everything was already written.",,,observation_00375,,,,,,
,,,Y,H,Y,L,Y,M,4,H,M,,,4,H,L,,3,,H,,L,4,H,,,3,H,,,L,M,M,3,L,H,,1,L,L,L,4,H,,H,,101186,English,Rwanda,31:47:00,2,Tamara,M,H,M,L,H,L,L,2,M,L,,,,observation_00376,,,,,,
,,,Y,H,Y,M,N,,4,H,M,,,4,H,L,,4,,H,,H,2,M,,,1,L,,,L,M,M,3,L,M,,2,L,M,L,1,L,,L,,101191,English,Rwanda,46:09:00,1,Tamara,M,H,M,L,,L,L,2,H,L,"during the first minute most sudents are visible on the frame, but then it zoomed in, you can only see 4-5 students out of 15 aprox. ",,,observation_00377,,,,,,
,,,N,,Y,L,Y,H,2,M,L,,,4,H,L,,4,,H,,H,3,M,,,2,M,,,L,M,M,1,L,L,,2,L,M,L,4,H,,H,,101191,English,Rwanda,46:09:00,2,Tamara,M,H,M,L,H,L,L,2,L,L,"since the frame remained zoomed in you, only 4-7 students are visible. ",,,observation_00378,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,,,4,H,L,,4,,H,,M,2,M,,,1,L,,,L,M,M,4,L,H,,2,L,M,L,1,L,,L,,101210,English,Rwanda,45:12:00,1,Tamara,M,H,M,M,,L,L,2,H,L,"started coding in minutes 8:35, when teacher arrives.  When the teacher arrived, she start speaking other language for almost one minute. This is not a good video. The video doesn't show the board, many times you can't see the teacher nor the students who are solving excercises on the board",,,observation_00379,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,4,L,H,,2,L,M,L,2,M,,L,,101210,English,Rwanda,45:12:00,2,Tamara,M,H,M,M,,H,L,2,H,L,"started coding in minutes 23:35, because the teacher arrived late for the first segement. This is not a good video. The video doesn't show the board, most of the time you can't see the teacher nor the students who are solving excercises on the board. Teacher speaks a few times other language ",,,observation_00380,,,,,,
,,,Y,H,Y,M,Y,L,4,H,M,,,2,M,L,,2,,M,,M,4,M,,,3,H,,,L,M,M,2,L,M,,1,L,L,L,2,M,,M,,101221,English,Rwanda,36:41:00,1,Tamara,M,M,M,L,M,H,L,2,M,L,,,,observation_00381,,,,,,
,,,N,,N,,Y,M,3,H,L,,,2,M,L,,2,,M,,L,4,H,,,1,L,,,L,M,M,2,M,M,,2,L,M,L,4,H,,H,,101221,English,Rwanda,36:41:00,2,Tamara,M,L,L,L,H,L,L,2,L,L,,,,observation_00382,,,,,,
,,,Y,H,Y,M,Y,H,3,M,M,,,3,M,L,,4,,H,,H,2,M,,,2,M,,,M,H,M,2,L,L,,2,L,M,L,1,L,,L,,101231,English,Rwanda,39:17:00,1,Tamara,M,H,M,M,,L,L,4,M,L,,,,observation_00383,,,,,,
,,,Y,L,N,,Y,H,3,M,M,,,4,H,L,,4,,H,,H,3,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,101231,English,Rwanda,39:17:00,2,Tamara,M,H,M,L,,M,L,2,M,L,,,,observation_00384,,,,,,
,,,Y,H,Y,H,N,,4,H,H,,,4,H,L,,4,,H,,H,4,H,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,3,H,,H,,101235,English,Rwanda,20:15,1,Tamara,M,H,H,L,H,L,L,2,M,L,,,,observation_00385,,,,,,
,,,Y,M,Y,H,Y,H,4,H,H,,,4,H,L,,4,,H,,H,3,H,,,2,M,,,M,M,M,2,L,M,,2,L,M,L,1,L,,L,,101241,English,Rwanda,37:11:00,1,Tamara,M,H,M,L,,L,L,3,M,L,,,,observation_00386,,,,,,
,,,N,,Y,H,Y,M,3,M,L,H,,4,H,L,,3,,H,,L,4,H,,,2,M,,,L,M,M,1,L,L,,2,L,M,L,1,L,,L,,101241,English,Rwanda,37:11:00,2,Tamara,M,H,M,L,H,L,L,2,L,L,,,,observation_00387,,,,,,
,,,N,,N,,N,,4,H,M,,,4,H,L,,4,,H,,M,2,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,2,M,,M,,101245,English,Rwanda,47:37:00,1,Tamara,M,H,M,M,,L,L,2,M,L,"Camara moves. Min 8:20 it stayed fixed. Teacher speaks other language in some instances, she speaks most of the time english. ",,,observation_00388,,,,,,
,,,Y,H,N,,Y,M,4,H,M,,,3,H,L,,3,,H,,L,3,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,101245,English,Rwanda,47:37:00,2,Tamara,M,M,M,L,M,M,L,2,M,L,"Teacher speaks other language in some instances, she speaks most of the time english. ",,,observation_00389,,,,,,
,,,Y,M,Y,M,Y,H,2,M,L,,,4,H,L,,2,,M,,L,2,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,2,L,,M,,101246,English,Rwanda,30:38:00,1,Tamara,M,H,M,L,,L,L,2,H,M,Teacher seems to be redirecting once in other langauge,,,observation_00390,,,,,,
,,,N,,Y,M,N,,2,M,L,,,4,H,L,,2,,M,,L,3,H,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,101246,English,Rwanda,30:38:00,2,Tamara,M,H,L,L,M,L,L,2,M,L,,,,observation_00391,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,,,4,H,L,,5,,H,,H,3,M,,,2,M,,,M,M,M,3,L,M,,2,M,M,L,2,M,,L,,101257,English,Rwanda,46:04:00,1,Tamara,M,H,H,H,,M,L,3,H,L,,,,observation_00392,,,,,,
,,,Y,H,Y,H,N,,4,H,H,,,3,H,L,,4,,H,,H,3,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,101257,English,Rwanda,46:04:00,1,Tamara,M,M,M,L,H,L,L,2,M,L,,,,observation_00393,,,,,,
,,,Y,H,Y,M,Y,M,4,H,H,,,3,M,L,,5,,H,,H,5,H,,,3,M,,,L,M,M,2,L,L,,2,M,M,L,1,L,,L,,101261,English,Rwanda,39:56:00,1,Tamara,M,H,H,H,,H,M,2,M,L,,,,observation_00394,,,,,,
,,,Y,M,N,,N,,2,L,M,L,,2,M,L,,4,,H,,H,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,101261,English,Rwanda,39:56:00,2,Tamara,M,L,M,L,,L,L,2,M,L,,,,observation_00395,,,,,,
,,,Y,L,N,,Y,H,4,H,H,,,4,H,L,,3,,H,,M,2,M,,,1,L,,,L,L,L,2,L,M,,2,L,M,L,1,L,,L,,101263,English,Rwanda,43:44:00,1,Tamara,M,H,L,L,,L,L,1,M,L,,,,observation_00396,,,,,,
,,,Y,M,N,,Y,H,4,M,H,,,4,H,L,,3,,H,,L,2,M,,,1,L,,,M,M,M,2,L,M,,2,L,M,L,1,L,,L,,101263,English,Rwanda,43:44:00,2,Tamara,M,H,M,M,M,L,L,3,M,L,,,,observation_00397,,,,,,
,,,Y,M,Y,M,N,,4,H,M,,,4,H,L,,2,,M,,M,3,M,,,1,L,,,M,M,M,2,L,M,,2,L,M,L,2,M,,M,,101265,English,Rwanda,39:05:00,1,Tamara,M,H,M,L,,M,L,3,M,L,,,,observation_00398,,,,,,
,,,Y,L,Y,M,Y,M,4,H,H,,,2,M,L,,3,,H,,H,4,H,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,101265,English,Rwanda,39:05:00,2,Tamara,M,M,M,L,H,M,L,2,M,L,,,,observation_00399,,,,,,
,,,Y,M,Y,H,Y,M,3,M,L,H,,4,H,L,,4,,H,,M,4,M,,,2,M,,,M,M,M,2,L,L,,2,L,M,L,1,L,,L,,101270,English,Rwanda,57:20:00,1,Tamara,M,H,M,H,,H,L,3,M,L,min 7:53 someone (camara person?) enters the classroom and interrupt the flow of the lesson for almost 1 minute.,,,observation_00400,,,,,,
,,,Y,H,Y,M,Y,H,3,H,L,,,2,M,L,,4,,M,,M,4,M,,,2,M,,,M,M,M,2,L,M,,2,L,M,L,3,H,,L,,101270,English,Rwanda,57:20:00,2,Tamara,M,M,M,H,,H,L,3,M,L,,,,observation_00401,,,,,,
,,,Y,M,Y,M,Y,M,4,H,H,,,4,H,L,,4,,H,,M,3,M,,,3,H,,,M,M,M,2,L,M,,2,L,M,L,1,L,,L,,101286,English,Rwanda,34:52:00,1,Tamara,M,H,H,M,,M,L,3,M,L,,,,observation_00402,,,,,,
,,,Y,M,N,,Y,M,2,M,L,,,2,M,L,,2,,M,,L,4,H,,,1,L,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,101286,English,Rwanda,34:52:00,2,Tamara,M,M,M,L,H,L,L,2,H,L,,,,observation_00403,,,,,,
,,,Y,L,Y,H,Y,H,4,H,M,,,3,L,L,,3,,H,,M,3,H,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,101287,English,Rwanda,39:55:00,1,Tamara,M,H,M,L,,L,L,2,M,L,"teacher speaks other language in some instances for providingsome feedback, some instructions and maybe for redirection.",,,observation_00404,,,,,,
,,,Y,M,Y,H,Y,M,4,H,H,,,3,M,L,,3,,H,,M,2,M,,,1,L,,,M,M,M,2,L,M,,2,L,M,L,2,H,,L,,102227,English,Rwanda,38:29:00,1,Tamara,M,H,M,L,,L,L,3,M,L,,,,observation_00405,,,,,,
,,,N,,Y,M,Y,M,3,M,M,,,4,H,L,,3,,H,,L,4,H,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,103145,English,Rwanda,44:58:00,1,Tamara,M,H,M,L,H,L,L,2,M,L,,,,observation_00406,,,,,,
,,,Y,M,Y,H,Y,M,4,H,M,,,4,H,L,,4,,H,,H,4,M,,,1,L,,,L,M,M,1,L,L,,2,L,M,L,1,L,,L,,103146,English,Rwanda,36:50:00,1,Tamara,M,H,M,L,,H,L,2,L,L,,,,observation_00407,,,,,,
,,,Y,H,Y,H,Y,H,4,M,H,,,3,H,L,,4,,H,,H,2,M,,,3,L,,,L,H,M,2,L,M,,2,L,M,L,1,L,,L,,104201,English,Rwanda,42:57:00,1,Tamara,M,M,M,L,,L,H,3,M,L,I started coding when the teacher arrives at min 4:32,,,observation_00408,,,,,,
,,,Y,H,Y,H,Y,L,3,M,M,,,3,H,L,,4,,H,,H,3,M,,,2,M,,,L,L,L,2,L,M,,2,L,M,L,1,L,,L,,105195,English,Rwanda,44:54:00,1,Tamara,M,H,M,L,,M,L,1,L,L,,,,observation_00409,,,,,,
,,,Y,H,Y,L,Y,H,4,H,H,,,2,M,L,,4,,H,,M,4,H,,,1,L,,,L,H,M,3,L,M,,2,L,M,L,4,H,,M,,106116,English,Rwanda,44:14:00,1,Tamara,M,M,H,L,H,L,L,3,H,L,,,,observation_00410,,,,,,
,,,Y,M,Y,M,N,,3,H,L,,,3,H,L,,2,,M,,M,3,M,,,2,M,,,L,H,H,3,M,M,,2,L,M,L,1,L,,L,,107212,English,Rwanda,38:14:00,1,Tamara,M,H,M,L,,M,L,4,M,L,,,,observation_00411,,,,,,
,,,Y,M,N,,Y,L,4,M,H,,,4,H,L,,3,,M,,H,4,H,,,1,L,,,L,M,M,4,L,H,,2,L,M,L,4,H,,H,,109234,English,Rwanda,30:41:00,1,Tamara,M,H,M,L,H,L,L,2,H,L,,,,observation_00412,,,,,,
,,,Y,M,Y,L,Y,M,4,H,M,,,4,H,L,,2,,M,,M,2,M,,,1,L,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,115251,English,Rwanda,38:41:00,1,Tamara,M,H,M,L,M,L,L,2,H,L,,,,observation_00413,,,,,,
,,,Y,M,Y,M,Y,H,4,H,H,,,4,H,L,,4,,H,,M,3,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,120197,English,Rwanda,45:15:00,1,Tamara,M,H,M,M,,M,L,2,M,L,,,,observation_00414,,,,,,
,,,Y,H,Y,H,Y,H,4,M,H,,,4,H,L,,2,,M,,M,3,M,,,1,L,,,L,M,M,2,L,M,,1,L,L,L,1,L,,L,,123192,English,Rwanda,44:47:00,1,Tamara,M,H,M,L,,M,L,2,M,L,,,,observation_00415,,,,,,
,,,Y,H,Y,H,Y,M,4,H,M,,,4,H,L,,3,,M,,M,4,M,,,3,H,,,L,M,M,2,L,M,,1,L,L,L,3,H,,M,,126148,English,Rwanda,42:38:00,1,Tamara,M,H,H,L,,H,L,2,M,L,,,,observation_00416,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,H,,4,H,L,,4,,H,,M,3,M,,,3,L,,,L,M,M,4,L,H,,2,L,M,L,1,L,,L,,127271,English,Rwanda,39:58:00,1,Tamara,M,H,H,M,M,M,H,2,H,L,,,,observation_00417,,,,,,
,,,Y,H,Y,H,N,,4,H,H,,,3,H,L,,4,,H,,H,2,M,,,1,L,,,L,M,M,3,L,H,,1,L,L,L,3,H,,L,,129187,English,Rwanda,34:11:00,1,Tamara,M,H,H,M,,L,L,2,M,L,the segment was edited in minutes 12:48 when the teacher was explaining content,,,observation_00418,,,,,,
,,,Y,M,Y,L,N,,2,M,L,,,4,H,L,,2,,M,,L,2,M,,,1,L,,,M,M,M,2,L,M,,2,L,M,L,2,L,,L,,130213,English,Rwanda,34:42:00,1,Tamara,M,H,M,M,,L,L,3,M,M,"teacher speaks a mix of English and other language. For instance, she provides some brief instructions in english and then says something in other language. This video should be re-coded because I'm missing part of her exlpanations and possible feedback, adjusting, perseverance, model",,,observation_00419,,,,,,
,,,Y,L,Y,H,Y,M,3,M,L,H,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,3,L,H,,2,L,M,L,1,L,,L,,130216,English,Rwanda,37:57:00,1,Tamara,M,H,H,L,H,M,L,2,M,L,"teacher speaks other language in some instances for providing some feedback, some instructions",,,observation_00420,,,,,,
,,,Y,H,Y,M,Y,H,3,M,M,,,4,H,L,,4,,H,,H,4,M,,,1,L,,,M,M,M,2,L,M,,2,L,M,L,4,H,,H,,132289,English,Rwanda,41:10:00,1,Tamara,M,H,H,L,H,H,L,3,M,L,,,,observation_00421,,,,,,
,,,Y,M,Y,H,Y,M,3,H,M,L,,2,M,L,,4,,M,,M,3,M,,,2,M,,,M,M,M,2,L,M,,2,L,M,L,1,L,,L,,132290,English,Rwanda,38:02:00,1,Tamara,M,M,M,H,,M,L,3,M,L,,,,observation_00422,,,,,,
,,,Y,H,Y,H,Y,H,4,H,M,,,4,H,L,,4,,H,,H,3,M,,,1,L,,,M,M,M,2,L,M,,2,L,M,L,1,L,,L,,134253,English,Rwanda,34:56:00,1,Tamara,M,H,H,M,,M,L,3,M,L,,,,observation_00423,,,,,,
,,,Y,M,N,,Y,H,4,H,H,H,,3,H,L,,3,,H,,M,3,M,,,2,M,,,L,M,L,3,L,M,,2,L,M,L,2,L,,L,,101101,English,Rwanda,,1,Linda,M,M,H,L,,M,L,2,H,M,,,,observation_00424,,,,,,
,,,Y,H,Y,H,N,,4,H,H,,,2,M,L,,3,,H,,L,2,M,,,2,M,,,L,L,L,3,L,M,,2,L,M,L,2,M,,L,,101101,,Rwanda,,2,Linda,M,M,M,L,,L,L,1,M,L,,,,observation_00425,,,,,,
,,,Y,H,Y,M,Y,H,3,M,M,,,4,H,L,,3,,M,,M,3,M,,,1,L,,,L,L,L,3,L,M,,2,L,M,L,2,M,,L,,101150,English,Rwanda,,1,Linda,,H,M,L,,M,L,1,M,L,,,,observation_00426,,,,,,
,,,Y,M,N,,Y,H,3,H,L,H,,4,H,L,,3,,H,,M,3,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,3,H,,M,,101150,,Rwanda,,2,Linda,,H,M,L,H,L,L,2,L,L,,,,observation_00427,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101184,Non-English,Rwanda,,1,Linda,,,,,,,,,,,This is a french Video. I did Fabiola's 124294,,,observation_00428,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101184,,Rwanda,,2,Linda,,,,,,,,,,,This is a french Video. I did Fabiola's 124294,,,observation_00429,,,,,,
,,,N,,N,,N,,3,H,L,,,4,H,L,,1,,L,,L,1,L,,,1,L,,,L,L,L,1,L,L,,2,L,M,L,1,L,,L,,101190,Non-English,Rwanda,,1,Linda,M,H,M,L,,L,L,1,L,L,"This video below issues
 It was a bit inaudible
 The first segment (from minute 1 to 16, they seemed to be preparing the class and organizing it to get ready for the visitors yet the camera had started recording but still that is the segment i scored. Reason to why most of his scores are low)",,,observation_00430,,,,,,
,,,Y,M,Y,H,Y,H,3,H,M,,,4,H,L,,3,,H,,L,3,M,,,2,M,,,L,L,L,2,L,L,,2,L,M,L,1,L,,L,,101190,,Rwanda,,2,Linda,M,H,H,L,,M,L,1,M,L,,,,observation_00431,,,,,,
,,,Y,M,Y,H,Y,L,2,M,M,L,,2,M,L,,3,,H,,M,2,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,3,H,,M,,101196,Non-English,Rwanda,,1,Linda,M,M,H,L,M,L,L,2,M,L,,,,observation_00432,,,,,,
,,,Y,H,Y,H,Y,H,4,H,M,,,4,H,L,,3,,H,,H,2,L,,,1,L,,,M,M,M,2,L,L,,2,L,M,L,3,H,,M,,101196,,Rwanda,,2,Linda,M,H,M,L,M,L,L,3,M,L,,,,observation_00433,,,,,,
