Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context,Video Clip 1,Video Clip 2,Video Clip 3,Video Clip 4
,,,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully ,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"4.1 The teacher uses questions, promptsâ¦",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom ,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,,,,Peru,,,,,,,,,,,
4.0,1422534 Clip 2,Carolina,Y,H,N,,Y,M,4,H,H,H,M,3,M,L,H,4,M,H,M,M,3,M,H,L,2,M,L,3,L,H,H,2,M,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1422534-(2) IE Majes Modulo B-2 Arequipa .MTS; assigned clip 1 (parentheses): 1422534-(1) IE Majes Modulo B-2 Arequipa .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/Clip 1/1422534-(1) IE Majes Modulo B-2 Arequipa .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/1422534-(2) IE Majes Modulo B-2 Arequipa .MTS,,
4.0,1597251 Clip 1,Carolina,Y,H,N,,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,L,2,M,M,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1597251-(2) IE 42262 Tacna .MTS; assigned clip 1 (parentheses): 1597251-(1) IE 42262 Tacna .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/Clip 1/1597251-(1) IE 42262 Tacna .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/1597251-(2) IE 42262 Tacna .MTS,,
4.0,1597251 Clip 2,Carolina,Y,H,N,,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,M,2,M,M,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1597251-(2) IE 42262 Tacna .MTS; assigned clip 1 (parentheses): 1597251-(1) IE 42262 Tacna .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/Clip 1/1597251-(1) IE 42262 Tacna .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/1597251-(2) IE 42262 Tacna .MTS,,
4.0,1723923 Clip 1,Carolina,Y,H,Y,M,N,,4,H,M,,M,2,M,L,M,3,M,H,L,H,2,M,M,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1723923-(2) IE Nueva Esperanza de la Españolita Arequipa .MTS; assigned clip 1 (parentheses): 1723923-(1) IE Nueva Esperanza de la Españolita Arequipa.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/Clip 1/1723923-(1) IE Nueva Esperanza de la Españolita Arequipa.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/1723923-(2) IE Nueva Esperanza de la Españolita Arequipa .MTS,,
4.0,1723923 Clip 2,Carolina,Y,M,Y,M,Y,M,2,L,L,,M,2,M,L,M,3,M,H,L,H,4,M,M,H,2,M,L,2,L,M,M,2,L,M,M,1,L,L,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1723923-(2) IE Nueva Esperanza de la Españolita Arequipa .MTS; assigned clip 1 (parentheses): 1723923-(1) IE Nueva Esperanza de la Españolita Arequipa.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/Clip 1/1723923-(1) IE Nueva Esperanza de la Españolita Arequipa.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 4/Video/1723923-(2) IE Nueva Esperanza de la Españolita Arequipa .MTS,,
5.0,421982 Clip 1,Carolina,Y,M,Y,H,Y,L,4,H,H,,M,4,H,L,H,3,M,H,L,M,3,M,M,M,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 421982 - IE 38018 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/421982 - IE 38018 Ayacucho .MP4,,,
5.0,421982 Clip 2,Carolina,Y,M,Y,L,Y,M,4,H,H,,M,2,M,L,M,3,M,H,L,H,3,M,M,M,2,M,L,2,L,M,M,3,L,H,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 421982 - IE 38018 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/421982 - IE 38018 Ayacucho .MP4,,,
5.0,440610 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,4,H,L,H,2,H,H,L,L,1,L,,L,1,L,L,1,L,L,L,3,L,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 440610 - IE 38143 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/440610 - IE 38143 Ayacucho .MP4,,,
5.0,440610 Clip 2,Carolina,Y,H,Y,M,Y,H,4,H,H,,M,4,H,L,H,3,M,H,M,L,3,H,,L,2,M,L,1,L,L,L,3,L,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 440610 - IE 38143 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/440610 - IE 38143 Ayacucho .MP4,,,
5.0,442236 Clip 1,Carolina,Y,M,Y,M,N,,4,H,H,,M,4,H,L,H,4,M,H,M,H,2,M,,L,2,M,L,2,M,L,L,2,L,M,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 442236 - IE 38270 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/442236 - IE 38270 Ayacucho .MP4,,,
5.0,442236 Clip 2,Carolina,Y,M,Y,M,Y,M,3,H,L,,M,4,H,L,H,3,M,H,L,L,4,M,H,H,3,H,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 442236 - IE 38270 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/442236 - IE 38270 Ayacucho .MP4,,,
5.0,557520 Clip 1,Carolina,Y,M,Y,H,Y,M,3,H,L,,M,2,L,L,M,2,L,M,L,L,3,H,H,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 557520 - IE 38781 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/557520 - IE 38781 Ayacucho .MP4,,,
5.0,557520 Clip 2,Carolina,Y,H,Y,H,Y,M,3,H,L,,M,2,L,L,M,2,L,M,L,L,3,H,H,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 557520 - IE 38781 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/557520 - IE 38781 Ayacucho .MP4,,,
5.0,670430 Clip 1,Carolina,N,,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,H,2,M,M,L,1,L,L,2,L,M,M,3,L,M,H,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 670430 - IE 38918 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/670430 - IE 38918 Ayacucho .MP4,,,
5.0,670430 Clip 2,Carolina,Y,M,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,M,H,L,L,4,H,H,M,4,H,M,2,L,M,M,2,L,M,M,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 670430 - IE 38918 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/670430 - IE 38918 Ayacucho .MP4,,,
5.0,935650 Clip 1,Carolina,Y,H,Y,M,Y,M,3,H,L,,M,3,M,L,H,3,M,H,L,L,3,M,M,M,2,M,L,2,L,M,M,1,L,L,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 935650 - IE 38870 Cusco .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/935650 - IE 38870 Cusco .MP4,,,
5.0,935650 Clip 2,Carolina,Y,M,Y,H,Y,M,4,H,M,,M,3,M,L,H,3,M,H,L,L,4,H,H,M,2,M,L,2,L,M,M,4,H,M,M,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 935650 - IE 38870 Cusco .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/935650 - IE 38870 Cusco .MP4,,,
5.0,1160225 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,M,3,M,H,L,L,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,Una parte de la clase ocurre en el patio (juegan),,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 1160225 - IE 38174-1 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/1160225 - IE 38174-1 Ayacucho .MP4,,,
5.0,1160225 Clip 2,Carolina,Y,H,Y,M,?,?,4,H,H,,M,4,H,L,H,3,M,H,L,L,4,M,H,M,2,M,L,1,L,L,L,2,L,L,H,2,L,M,L,3,H,L,H,SS abandonan aula para hacer encuesta (12:00 hasta final),,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 1160225 - IE 38174-1 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 5/Video/1160225 - IE 38174-1 Ayacucho .MP4,,,
6.0,347468 Clip 1,Carolina,Y,M,N,,Y,M,3,H,L,H,M,4,H,L,H,3,L,H,M,L,2,M,,L,1,L,L,2,M,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 347468-(2) IE 10270 Cajamarca .MTS; assigned clip 1 (parentheses): 347468-(1) IE 10270 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/347468-(1) IE 10270 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/347468-(2) IE 10270 Cajamarca .MTS,,
6.0,347468 Clip 2,Carolina,Y,M,Y,M,Y,M,4,H,M,,M,4,H,L,H,3,L,H,L,L,3,M,,M,2,M,L,2,M,L,L,2,L,M,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 347468-(2) IE 10270 Cajamarca .MTS; assigned clip 1 (parentheses): 347468-(1) IE 10270 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/347468-(1) IE 10270 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/347468-(2) IE 10270 Cajamarca .MTS,,
6.0,383760 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,M,H,M,2,M,L,M,3,L,H,L,L,4,H,M,M,2,M,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 383760-(2) IE 82698 Cajamarca .MTS; assigned clip 1 (parentheses): 383760-(1) IE 82698 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/383760-(1) IE 82698 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/383760-(2) IE 82698 Cajamarca .MTS,,
6.0,383760 Clip 2,Carolina,Y,H,Y,H,Y,M,4,H,M,,M,4,H,L,H,3,M,H,L,L,3,M,M,M,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 383760-(2) IE 82698 Cajamarca .MTS; assigned clip 1 (parentheses): 383760-(1) IE 82698 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/383760-(1) IE 82698 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/383760-(2) IE 82698 Cajamarca .MTS,,
6.0,389163 Clip 1,Carolina,Y,H,Y,M,Y,H,4,H,H,,M,4,H,L,H,3,H,H,L,L,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 389163-(2) IE  82364 Cajamarca .MTS; assigned clip 1 (parentheses): 389163-(1) IE 82364 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/389163-(1) IE 82364 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/389163-(2) IE  82364 Cajamarca .MTS,,
6.0,389163 Clip 2,Carolina,Y,H,Y,L,Y,H,4,H,H,,M,4,H,L,H,4,H,H,M,M,4,H,H,M,2,M,L,3,L,H,H,2,L,M,M,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 389163-(2) IE  82364 Cajamarca .MTS; assigned clip 1 (parentheses): 389163-(1) IE 82364 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/389163-(1) IE 82364 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/389163-(2) IE  82364 Cajamarca .MTS,,
6.0,389817 Clip 1,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,M,3,M,H,M,L,2,M,,L,1,L,L,2,M,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 389817-(2) IE 82492 Cajamarca .MTS; assigned clip 1 (parentheses): 389817-(1) IE 82492 Cjamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/389817-(1) IE 82492 Cjamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/389817-(2) IE 82492 Cajamarca .MTS,,
6.0,389817 Clip 2,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,L,H,H,L,2,M,,L,1,L,L,2,M,L,L,3,M,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 389817-(2) IE 82492 Cajamarca .MTS; assigned clip 1 (parentheses): 389817-(1) IE 82492 Cjamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/389817-(1) IE 82492 Cjamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/389817-(2) IE 82492 Cajamarca .MTS,,
6.0,443614 Clip 1,Carolina,Y,H,Y,M,Y,H,4,H,H,,M,3,H,L,M,3,M,H,L,M,2,M,,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 443614-(2) IE 82438 Cajamarca .MTS; assigned clip 1 (parentheses): 443614-(1) IE 82438 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/443614-(1) IE 82438 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/443614-(2) IE 82438 Cajamarca .MTS,,
6.0,443614 Clip 2,Carolina,Y,M,Y,M,N,,4,H,H,,M,3,H,L,M,3,M,H,L,L,2,M,,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 443614-(2) IE 82438 Cajamarca .MTS; assigned clip 1 (parentheses): 443614-(1) IE 82438 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/443614-(1) IE 82438 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/443614-(2) IE 82438 Cajamarca .MTS,,
6.0,444869 Clip 1,Carolina,Y,H,Y,M,Y,M,4,H,M,,M,4,H,L,H,3,M,H,L,M,2,M,L,M,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 444869-(2) IE 82108 - Cajamarca .MTS; assigned clip 1 (parentheses): 444869-(1) IE 82108 - Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/444869-(1) IE 82108 - Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/444869-(2) IE 82108 - Cajamarca .MTS,,
6.0,444869 Clip 2,Carolina,Y,M,Y,M,Y,M,4,H,H,,M,2,M,L,L,3,M,H,L,M,2,M,L,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 444869-(2) IE 82108 - Cajamarca .MTS; assigned clip 1 (parentheses): 444869-(1) IE 82108 - Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/444869-(1) IE 82108 - Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/444869-(2) IE 82108 - Cajamarca .MTS,,
6.0,447268 Clip 1,Carolina,N,,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,L,H,L,L,3,H,M,L,1,L,L,2,M,L,L,3,L,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 447268-(2) IE 10398 Cajamarca .MTS; assigned clip 1 (parentheses): 447268-(1) IE 10398 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/447268-(1) IE 10398 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/447268-(2) IE 10398 Cajamarca .MTS,,
6.0,447268 Clip 2,Carolina,Y,H,Y,H,Y,H,4,H,H,,M,4,H,L,H,3,L,H,L,L,2,M,,L,2,M,L,2,M,L,L,3,L,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 447268-(2) IE 10398 Cajamarca .MTS; assigned clip 1 (parentheses): 447268-(1) IE 10398 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/447268-(1) IE 10398 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/447268-(2) IE 10398 Cajamarca .MTS,,
6.0,447789 Clip 1,Carolina,Y,M,Y,M,Y,H,4,H,H,,M,2,M,L,M,3,H,H,L,L,2,M,,L,1,L,L,1,L,L,L,2,L,L,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 447789-(2) IE 10449 Cajamarca .MTS; assigned clip 1 (parentheses): 447789-(1) IE 10449 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/447789-(1) IE 10449 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/447789-(2) IE 10449 Cajamarca .MTS,,
6.0,447789 Clip 2,Carolina,Y,M,Y,M,Y,M,4,H,M,,M,2,L,L,M,3,L,H,L,L,2,M,,L,1,L,L,1,L,L,L,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 447789-(2) IE 10449 Cajamarca .MTS; assigned clip 1 (parentheses): 447789-(1) IE 10449 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/447789-(1) IE 10449 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/447789-(2) IE 10449 Cajamarca .MTS,,
