Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context,Video Clip 1,Video Clip 2,Video Clip 3,Video Clip 4
,,,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully ,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"4.1 The teacher uses questions, promptsâ¦",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom ,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,,,,Peru,,,,,,,,,,,
8.0,596775 Clip 1,Tamara,Y,H,Y,M,Y,H,4,H,H,H,M,3,H,L,H,2,L,H,L,L,2,M,M,L,2,M,L,3,L,H,H,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 596775-(2) IE Alfonzo Ugarte Pasco .MTS; assigned clip 1 (parentheses): 596775-(1) IE Alfonzo Ugarte Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/596775-(1) IE Alfonzo Ugarte Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/596775-(2) IE Alfonzo Ugarte Pasco .MTS,,
8.0,596775 Clip 2,Tamara,Y,M,Y,M,Y,H,4,H,H,H,M,3,H,L,H,4,M,H,H,M,2,M,,L,3,H,L,5,H,H,H,3,L,L,H,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 596775-(2) IE Alfonzo Ugarte Pasco .MTS; assigned clip 1 (parentheses): 596775-(1) IE Alfonzo Ugarte Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/596775-(1) IE Alfonzo Ugarte Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/596775-(2) IE Alfonzo Ugarte Pasco .MTS,,
8.0,624247 Clip 1,Tamara,Y,M,Y,M,Y,M,4,H,M,,M,3,H,L,H,3,H,H,M,L,3,M,H,L,3,H,L,4,M,H,H,3,L,H,H,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 624247-(2) IE Mariscal Caceres Huanuco .MTS; assigned clip 3 (parentheses): 624247-(3) IE Mariscal Caceres Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/624247-(1) IE Mariscal Caceres Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/624247-(2) IE Mariscal Caceres Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/624247-(3) IE Mariscal Caceres Huanuco .MTS,
8.0,624247 Clip 2,Tamara,N,,Y,H,Y,M,4,H,M,,M,3,H,L,H,4,M,H,H,H,2,M,,L,3,H,L,3,M,M,M,3,L,H,H,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 624247-(2) IE Mariscal Caceres Huanuco .MTS; assigned clip 3 (parentheses): 624247-(3) IE Mariscal Caceres Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/624247-(1) IE Mariscal Caceres Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/624247-(2) IE Mariscal Caceres Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/624247-(3) IE Mariscal Caceres Huanuco .MTS,
8.0,712513 Clip 1,Tamara,Y,L,Y,L,Y,L,4,H,H,H,M,2,M,L,M,4,H,H,H,M,2,M,,L,3,H,L,4,H,M,H,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 712513 - IE 33023 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/712513 - IE 33023 Huanuco .MTS,,,
8.0,712513 Clip 2,Tamara,N,,N,,Y,M,4,H,H,H,M,2,M,L,M,2,M,M,L,L,2,M,,L,2,M,L,2,L,M,M,2,L,M,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 712513 - IE 33023 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/712513 - IE 33023 Huanuco .MTS,,,
8.0,1176106 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,H,3,L,M,H,L,2,M,,L,2,M,L,3,M,M,M,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1176106-(2) IE 33263 Huanuco .MTS; assigned clip 4 (parentheses): 1176106-(4) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/1176106-(1) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1176106-(2) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1176106-(3) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1176106-(4) IE 33263 Huanuco .MTS
8.0,1176106 Clip 2,Tamara,N,,Y,M,Y,M,4,H,H,H,M,5,H,H,H,4,M,H,H,M,4,M,H,H,3,H,L,4,H,M,H,3,H,M,L,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1176106-(2) IE 33263 Huanuco .MTS; assigned clip 4 (parentheses): 1176106-(4) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/1176106-(1) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1176106-(2) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1176106-(3) IE 33263 Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1176106-(4) IE 33263 Huanuco .MTS
8.0,1551092 Clip 1,Tamara,Y,L,Y,M,Y,M,4,H,H,,M,3,H,L,L,2,M,M,L,L,3,M,H,L,2,M,L,3,M,M,M,3,M,H,L,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1551092-(2) IE 34685 Pasco .MTS; assigned clip 1 (parentheses): 1551092-(1) IE 34685 Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/1551092-(1) IE 34685 Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1551092-(2) IE 34685 Pasco .MTS,,
8.0,1551092 Clip 2,Tamara,Y,M,Y,L,Y,L,4,H,H,H,M,3,H,L,H,3,M,M,L,H,3,L,H,M,3,H,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1551092-(2) IE 34685 Pasco .MTS; assigned clip 1 (parentheses): 1551092-(1) IE 34685 Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/1551092-(1) IE 34685 Pasco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/1551092-(2) IE 34685 Pasco .MTS,,
8.0,1661717 Clip 1,Tamara,Y,H,Y,M,Y,M,2,M,M,L,M,3,H,L,H,3,M,H,L,L,3,M,,M,2,M,L,3,M,M,M,2,L,M,M,2,L,M,L,2,L,M,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (parentheses): 1661717-(1) IE Pircoj Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/1661717-(1) IE Pircoj Huanuco .MTS,,,
8.0,1661717 Clip 2,Tamara,N,,Y,L,Y,M,4,M,M,H,M,3,H,L,H,3,M,H,L,L,4,M,H,M,2,M,M,2,L,M,M,2,L,M,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (parentheses): 1661717-(1) IE Pircoj Huanuco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 8/Video/Clip 1/1661717-(1) IE Pircoj Huanuco .MTS,,,
9.0,281774 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,M,,M,3,H,L,H,4,M,H,H,H,2,M,,L,2,M,L,3,L,H,H,3,L,M,H,2,L,M,L,2,M,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 281774 - IE 22226 Ica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/281774 - IE 22226 Ica .MP4,,,
9.0,281774 Clip 2,Tamara,Y,H,Y,L,Y,L,4,H,H,,M,3,H,L,H,3,M,H,L,L,3,H,H,L,3,H,L,3,L,H,H,3,H,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 281774 - IE 22226 Ica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/281774 - IE 22226 Ica .MP4,,,
9.0,363895 Clip 1,Tamara,Y,H,N,,N,,4,H,H,,M,3,H,L,M,4,H,H,M,M,3,H,,L,2,M,L,5,H,H,H,5,H,H,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 363895 - IE 24271 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/363895 - IE 24271 Ayacucho .MP4,,,
9.0,363895 Clip 2,Tamara,Y,H,Y,M,Y,M,3,M,M,,M,3,H,L,M,3,M,H,L,M,3,M,H,L,3,M,M,3,L,H,H,3,L,H,H,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 363895 - IE 24271 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/363895 - IE 24271 Ayacucho .MP4,,,
9.0,712950 Clip 1,Tamara,Y,M,Y,M,Y,L,4,H,H,,M,3,H,L,H,3,M,H,L,L,3,H,M,L,2,L,L,3,H,L,L,4,H,H,M,1,L,L,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (parentheses): 712950-(1) IE 36536 Huancavelica .MP4; assigned clip 2 (parentheses): 712950-(2) IE 36536 Huancavelica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/712950-(1) IE 36536 Huancavelica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/712950-(2) IE 36536 Huancavelica .MP4,,
9.0,712950 Clip 2,Tamara,N,,N,,Y,M,4,H,H,,M,3,H,L,H,3,M,M,H,L,3,M,H,L,1,L,L,4,H,M,M,3,L,L,H,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 1 (parentheses): 712950-(1) IE 36536 Huancavelica .MP4; assigned clip 2 (parentheses): 712950-(2) IE 36536 Huancavelica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/712950-(1) IE 36536 Huancavelica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/712950-(2) IE 36536 Huancavelica .MP4,,
9.0,868745 Clip 1,Tamara,N,,Y,H,Y,M,4,H,H,,M,3,H,L,M,3,M,H,H,L,2,M,,L,1,L,L,4,H,M,M,3,M,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 868745 - IE 22693 Ica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/868745 - IE 22693 Ica .MP4,,,
9.0,868745 Clip 2,Tamara,Y,H,Y,M,Y,L,3,H,L,,M,3,H,L,H,1,L,L,L,L,2,L,M,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,3,H,L,M,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 868745 - IE 22693 Ica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/868745 - IE 22693 Ica .MP4,,,
9.0,1145317 Clip 1,Tamara,Y,H,Y,M,Y,L,4,H,H,,M,3,H,L,H,4,H,H,H,M,2,M,,L,1,L,L,3,H,M,L,3,L,M,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 1145317 - IE 24460 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/1145317 - IE 24460 Ayacucho .MP4,,,
9.0,1145317 Clip 2,Tamara,Y,H,Y,M,Y,L,4,M,H,H,M,3,H,L,H,3,H,H,L,M,2,L,M,L,1,L,L,4,H,M,M,2,L,M,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 1145317 - IE 24460 Ayacucho .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/1145317 - IE 24460 Ayacucho .MP4,,,
9.0,1731926 Clip 1,Tamara,N,,N,,N,,3,H,H,L,M,2,M,L,L,5,H,H,H,H,2,M,,L,3,M,M,5,H,H,H,4,H,M,H,2,L,M,L,3,L,H,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 1731926 - IE 22851 Ica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/1731926 - IE 22851 Ica .MP4,,,
9.0,1731926 Clip 2,Tamara,Y,H,Y,L,Y,L,3,H,H,L,M,2,M,L,L,4,H,M,M,H,3,M,H,L,2,M,L,4,H,M,M,4,M,M,H,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 1731926 - IE 22851 Ica .MP4,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 9/Video/1731926 - IE 22851 Ica .MP4,,,
10.0,370213 Clip 1,Tamara,N,,Y,H,Y,L,5,H,H,,H,3,H,L,H,3,M,H,M,L,2,M,M,L,1,L,L,2,L,M,M,2,L,M,M,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 370213-(2) IE 30972 Huancavelica .MTS; assigned clip 1 (parentheses): 370213-(1) IE 30972 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/370213-(1) IE 30972 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/370213-(2) IE 30972 Huancavelica .MTS,,
10.0,370213 Clip 2,Tamara,Y,M,Y,L,Y,M,3,M,M,,M,2,M,L,M,2,L,M,L,L,3,M,H,L,1,L,L,2,H,L,L,2,L,L,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 370213-(2) IE 30972 Huancavelica .MTS; assigned clip 1 (parentheses): 370213-(1) IE 30972 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/370213-(1) IE 30972 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/370213-(2) IE 30972 Huancavelica .MTS,,
10.0,379859 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,H,3,H,M,M,L,2,M,,L,1,L,L,5,H,H,H,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 379859-(2) IE 30526 Junin .MTS; assigned clip 1 (parentheses): 379859-(1) IE 30526 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/379859-(1) IE 30526 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/379859-(2) IE 30526 Junin .MTS,,
10.0,379859 Clip 2,Tamara,Y,H,N,,Y,H,4,H,M,,M,3,H,L,H,2,M,M,L,L,3,H,H,L,1,L,L,4,H,M,M,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 379859-(2) IE 30526 Junin .MTS; assigned clip 1 (parentheses): 379859-(1) IE 30526 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/379859-(1) IE 30526 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/379859-(2) IE 30526 Junin .MTS,,
10.0,381855 Clip 1,Tamara,Y,M,N,,N,,4,H,H,H,M,3,H,L,H,2,L,H,L,L,3,M,H,L,1,L,L,4,M,H,H,3,L,H,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 381855-(2) IE 30138 Junin .MTS; assigned clip 1 (parentheses): 381855-(1) IE 30138 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/381855-(1) IE 30138 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/381855-(2) IE 30138 Junin .MTS,,
10.0,381855 Clip 2,Tamara,Y,H,Y,H,Y,H,4,H,H,H,M,3,H,L,H,2,M,M,L,L,3,M,H,L,2,M,L,4,M,H,H,2,L,M,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 381855-(2) IE 30138 Junin .MTS; assigned clip 1 (parentheses): 381855-(1) IE 30138 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/381855-(1) IE 30138 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/381855-(2) IE 30138 Junin .MTS,,
10.0,382242 Clip 1,Tamara,N,,Y,H,Y,H,4,H,H,,M,3,H,L,H,4,M,H,H,L,3,M,H,L,2,M,L,3,M,M,M,2,L,M,M,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 382242-(2) IE 30227 Junin .MTS; assigned clip 1 (parentheses): 382242-(1) IE 30227 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/382242-(1) IE 30227 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/382242-(2) IE 30227 Junin .MTS,,
10.0,382242 Clip 2,Tamara,Y,M,Y,M,N,,4,H,H,,M,3,H,L,H,3,L,H,H,L,3,M,H,L,3,M,M,4,H,M,M,2,L,L,M,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 382242-(2) IE 30227 Junin .MTS; assigned clip 1 (parentheses): 382242-(1) IE 30227 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/382242-(1) IE 30227 Junin .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/382242-(2) IE 30227 Junin .MTS,,
10.0,420703 Clip 1,Tamara,N,,Y,M,Y,M,4,H,H,,M,3,H,L,M,2,L,M,M,L,3,M,H,L,2,M,L,3,M,L,L,2,L,L,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 420703-(2) IE 36251 Huancavelica .MTS; assigned clip 1 (parentheses): 420703-(1) IE 36251 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/420703-(1) IE 36251 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/420703-(2) IE 36251 Huancavelica .MTS,,
10.0,420703 Clip 2,Tamara,Y,H,Y,M,Y,H,4,M,H,,M,3,H,L,H,4,M,H,H,M,3,M,H,L,3,H,L,3,M,M,M,3,L,L,H,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 420703-(2) IE 36251 Huancavelica .MTS; assigned clip 1 (parentheses): 420703-(1) IE 36251 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/Clip 1/420703-(1) IE 36251 Huancavelica .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 10/Video/420703-(2) IE 36251 Huancavelica .MTS,,
