School_Clip,Teacher provides learning activity - 1st Snapshot,Students are on task - 1st Snapshot,Teacher provides learning activity - 2nd Snapshot,Students are on task - 2nd Snapshot,Teacher provides learning activity - 3rd Snapshot,Students are on task - 3rd Snapshot,Supportive Learning Environment,The teacher treats all students respectfully,The teacher uses positive language,The teacher responds to students needs,The teacher does not exhibit gender bias,Positive Behavioral Expectations,The teacher sets clear behavioral expectations,The teacher acknowledges positive student behavior,The teacher redirects misbehavior,Lesson Facilitation,The teacher explicitly articulates learning objectives,The teacher's explanation of content is clear,The teacher makes connections in the lesson,The teacher models by enacting or thinking aloud,Checks for understanding,The teacher uses questions,The teacher uses prompts,The teacher monitors most students,The teacher adjusts teaching to the level of students,Feedback,The teacher provides specific comments for misunderstandings,The teacher provides specific comments for successes,Critical Thinking,The teacher asks open-ended questions,The teacher provides thinking tasks,Students ask open-ended questions or perform thinking tasks,Autonomy,The teacher provides students with choices,The teacher provides students with opportunities to take meaningful roles,Students volunteer to participate in the classroom,Perseverance,The teacher acknowledges students' efforts,The teacher has a positive attitude towards students' challenges,The teacher encourages goal-setting,Social & Collaborative Skills,The teacher promotes students' collaboration,The teacher promotes students' interpersonal skills,Source Table,Context,First Video Clip,First Audio Clip,Last Audio Clip,last_progress_save,First Audio Transcript,First Audio Transcript_JSON,First Audio Transcript Text,First Audio Transcript Language Code,First Audio Transcript Language Probability,First Audio Transcript Word Count,First Audio Transcript Duration Seconds,First Audio Transcript Speaker Count,First Audio Transcript Has Audio Events,Last Audio Transcript,Last Audio Transcript_JSON,Last Audio Transcript Text,Last Audio Transcript Language Code,Last Audio Transcript Language Probability,Last Audio Transcript Word Count,Last Audio Transcript Duration Seconds,Last Audio Transcript Speaker Count,Last Audio Transcript Has Audio Events,base_id,First Audio Transcript Estimated Duration Seconds,Last Audio Transcript Estimated Duration Seconds,score_distribution,split
